 43.54918,     0038.751731,0000041.267,    0026.354635,      00016.027
    028.428696,    7.858149738,    0000039.1338, 084.3418,80.670997
   51.8135865,     2.3089138,  68.4185915,  000013.7482,000001.9359
   0015.30121,044.72515708,  44.4802254,     0087.69881,   0096.844
42.95817211,88.030021,      008.2444,   044.6473045,000039.4984
00094.2792,   70.4168482,  00086.95889,      0005.345443,  000000042.29
 000015.4674,    00033.60456,027.446552,     0093.386652,  19.67234
   0031.850164,      076.31788125,56.5033078,     0000074.7287,  33.64853356
      8.46076387, 0010.0464481, 89.68241652,     00086.401,0000010.0693
     000055.999,0006.792144, 022.39269774,      0008.74616,00036.266901
   00056.442956,     000071.56,     008.2062, 042.5934956,     38.267217
      00006.4156,    10.91208,      0039.99358,  0069.849,  030.644207
  00049.8855,55.14668,   84.4998649,04.490883456,   77.2344249
 0084.707023,      00000039.803,  00000097.15,  017.52727866,0061.2776
 046.397404,  0087.817,    036.2325, 00043.9891,00033.29074
    12.84499,27.8354211,    054.6395951,     0059.07049,    058.321432
      000094.22261,   43.899734,  10.547522,  35.5591354,    0094.6431
  00035.986898,    013.8048,      084.389868,  69.5435156,   060.28759575
 0000051.794,59.5228402, 0090.705,0071.526, 00000023.846
  0000071.82,25.90190483,    82.1593669,      01.760869,      48.0472124
      00000043.205,      00000040.354,     046.4940686, 00000011.689,   001.47503844
 67.33675,   0000020.366,   0026.2175705,056.8475,     000035.05424
      11.50880324,      00092.991577,  91.250001,      073.435988, 06.32692787
     000045.653,   049.12163192,  52.48377957,  22.6959495,    088.36354
      75.15447797,     064.9445207,    6.02832566,05.9522169,   096.83249
 37.164783,    000011.511,  00054.94411,    000091.7296,  00004.967784
   000031.0652,  32.30466822,   000032.1729,      00027.10119,      00046.297
     00000052.471,  013.31903,     17.91872332,    72.2038366,00001.4382
      81.8151831,      91.003685,  0031.35113,   10.6210724,  0080.9159889
      0059.1834,   87.1424137,   00046.8944,  00000019.631,62.112579
     00000057.858,     87.00769788, 30.39358341, 000044.14656,   0000035.0368
   97.069681,   00046.896941,086.0758,  000071.0949,    00000078.96
   035.3837237,12.12587623,0023.96857,010.69225899,   0016.649
98.1146565,0002.7817,    0058.5923,     31.697835,     0015.690975
   00002.67799, 00000029.832,0095.600312,   0085.53409,   00000048.223
    00073.0396,     80.3472523,    52.85741463,77.3013017,   00069.42538
00027.40257,    0056.43346,   034.01626486,     0095.6811,     00000003.246
 0000029.786,   59.3204772,    54.96343,   00055.58392, 00000023.905
      38.27196,    39.30807083,    12.61407328, 11.83377046,00047.164
      83.2822262,    00068.0812,    0011.237,      0000007.4686,000056.588
084.13743, 00009.6914,      000093.929,    34.5797601,      0015.747284
   0064.42795,     87.2617893,0051.867,     055.40477118,     056.1008138
 074.4515798,    65.29609101,    00059.685,000045.705,      056.57721963
031.6666042, 000081.501,    000065.01416,   56.41397331,92.840116
    078.2378392,     0048.6328,  28.3127865,  00061.34955,    00071.55402
   75.279803,      26.08561602,     00.32897,    83.51228,     051.511412
 46.81718,   0001.8404589, 000049.6667,      61.44542623,    00022.674953
 000052.61934,      0082.0654, 003.926691,      00068.249576,     74.0188919
   5.997225,     46.8987811,  024.973339,     78.6242538,    000069.82098
   0000028.577,      00079.23081,     12.21999444,     16.83555399,   2.66542156
      0057.448225, 32.4151888,48.69392726,  0089.784999,      00000058.178
00036.8667,   74.52079385, 027.253776,      0041.651,  000025.31875
      0057.1063,  00005.696765,57.5384334,      000041.06016,000012.57845
000.61728,  22.87339523, 049.4375, 0000032.586,     43.33235412
      092.97045,      0038.21634, 000061.435,   00099.63203,0004.13016
     050.4968015, 55.55168198,     00019.504,058.3983,0097.266
  0002.4597812,   42.66245,      17.87572226,000073.79556, 091.015682
 60.05254922,    000090.7319,     19.87218603, 082.0461906,     00041.98373
      000012.631,     0075.406831,   72.070042,  13.379273, 0000088.23
     0040.8637,4.30898507,  75.8728965,     0058.0142,    00039.831
